# Constructed from biom file
#OTU ID	SZ.SC4	SZ.SC7	SZ.SC5	SZ.SC2	SZ.SC1	SZ.SC6	SZMB12	SZMB7	SZMB6	SZMB5	SZMB9	SZMB10
k__Bacteria;p__Lentisphaerae;c__[Lentisphaeria]	0.0	0.0	0.0	0.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes;c__Planctomycetia	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	11.0	2.0	641.0	16.0	132.0	670.0	144.0	150.0	16.0	11.0	127.0	28.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria	97.0	89.0	3458.0	135.0	5.0	4821.0	25.0	27.0	20.0	4.0	38.0	16.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria	17.0	27.0	12.0	27.0	39.0	2.0	38.0	42.0	311.0	213.0	38.0	5.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria	1.0	2.0	0.0	0.0	1.0	1.0	29.0	13.0	2.0	2.0	13.0	9.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	40627.0	12000.0	56037.0	13415.0	13.0	67194.0	303.0	3.0	6.0	7.0	10.0	13.0
k__Bacteria;p__Spirochaetes;c__Spirochaetes	171.0	230.0	29.0	1563.0	3508.0	16.0	4799.0	576.0	1217.0	221.0	3825.0	0.0
k__Bacteria;p__Synergistetes;c__Synergistia	0.0	1.0	0.0	3.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes	4.0	56.0	20.0	2.0	2.0	1.0	753.0	154.0	484.0	836.0	198.0	1690.0
k__Bacteria;p__Tenericutes;c__RF3	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	73.0	0.0	467.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	74.0	6.0	0.0	1.0
k__Bacteria;p__Verrucomicrobia;c__Verruco-5	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	29.0	4.0	165.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae	0.0	0.0	1.0	0.0	1.0	0.0	53.0	39.0	0.0	4.0	78.0	553.0
k__Bacteria;p__Verrucomicrobia;c__[Pedosphaerae]	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__WPS-2;c__	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__[Thermi];c__Deinococci	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
